company_id,company_name,sales_person_id,assigned_sales_person,company_size,industry,website_visits,demo_requested,source,response_time_hours,days_since_last_contact,converted
CMP-1011,Veer Technologies,SP-03,Arjun Nair,Enterprise,Healthcare,2,No,Paid,30.8,1,1
CMP-1012,Pied Piper,SP-02,Priya Menon,Mid,SaaS,8,Yes,Paid,69.9,19,1
CMP-1013,Hooli Inc,SP-05,Karthik S,Mid,Finance,10,Yes,Referral,17.2,17,1
CMP-1014,Stark Industries,SP-04,Divya Reddy,Small,Manufacturing,4,Yes,Organic,9.6,15,1
CMP-1015,Wayne Enterprises,SP-01,Rahul Kumar,Small,Retail,25,Yes,Cold Outreach,14.4,42,1
CMP-1016,Soylent Corp,SP-02,Priya Menon,Small,SaaS,29,No,Paid,16.5,2,1
CMP-1017,Wonka Industries,SP-05,Karthik S,Enterprise,Finance,41,Yes,Referral,17.8,4,1
CMP-1018,Cyberdyne Systems,SP-03,Arjun Nair,Mid,Healthcare,7,No,Referral,18.3,2,1
CMP-1019,Tyrell Corporation,SP-05,Karthik S,Mid,Finance,29,Yes,Cold Outreach,98.5,2,1
CMP-1020,Aperture Science,SP-01,Rahul Kumar,Small,Retail,2,No,Referral,22.9,1,1
CMP-1021,Sterling Cooper,SP-03,Arjun Nair,Enterprise,Healthcare,7,No,Cold Outreach,26.5,11,0
CMP-1022,Dunder Mifflin,SP-05,Karthik S,Enterprise,Finance,1,No,Organic,18.0,13,1
CMP-1023,Gekko & Co,SP-04,Divya Reddy,Small,Manufacturing,24,No,Organic,18.7,13,0
CMP-1024,Oscorp Industries,SP-04,Divya Reddy,Mid,Manufacturing,6,No,Paid,42.3,5,0
CMP-1025,Vandelay Industries,SP-04,Divya Reddy,Mid,Manufacturing,4,Yes,Organic,10.3,6,0
CMP-1026,Bluth Company,SP-03,Arjun Nair,Mid,Healthcare,23,No,Paid,92.8,11,0
CMP-1027,Sloan & Partners,SP-05,Karthik S,Mid,Finance,1,Yes,Referral,46.5,3,0
CMP-1028,Summit Solutions,SP-03,Arjun Nair,Small,Healthcare,9,No,Referral,5.7,1,0
CMP-1029,Nexus Logistics,SP-01,Rahul Kumar,Mid,Retail,18,No,Cold Outreach,26.2,4,1
CMP-1030,Pinnacle Capital,SP-03,Arjun Nair,Mid,Healthcare,8,No,Organic,48.0,8,0
CMP-1031,Horizon Healthcare,SP-02,Priya Menon,Enterprise,SaaS,1,No,Paid,60.0,4,1
CMP-1032,Cascade Retail,SP-01,Rahul Kumar,Small,Retail,20,Yes,Referral,79.0,13,1
CMP-1033,Omni Consumer Products,SP-02,Priya Menon,Enterprise,SaaS,2,No,Cold Outreach,18.7,2,0
CMP-1034,Virtucon,SP-05,Karthik S,Small,Finance,11,Yes,Paid,8.6,14,1
CMP-1035,Ansel Manufacturing,SP-01,Rahul Kumar,Enterprise,Retail,11,No,Referral,4.9,1,1
CMP-1001,Davis and Sons,SP-02,Priya Menon,Mid,SaaS,65,No,Referral,17.7,1,0
CMP-1002,Blake and Sons,SP-02,Priya Menon,Mid,SaaS,29,No,Organic,42.4,22,0
CMP-1003,Doyle Ltd,SP-05,Karthik S,Mid,Finance,7,No,Paid,22.1,23,0
CMP-1004,Hernandez Ltd,SP-03,Arjun Nair,Mid,Healthcare,15,Yes,Referral,17.2,2,1
CMP-1005,Diaz-Frederick,SP-03,Arjun Nair,Mid,Healthcare,12,No,Cold Outreach,16.9,11,0
CMP-1006,CloudNine SaaS,SP-05,Karthik S,Small,Finance,1,Yes,Paid,7.8,36,0
CMP-1007,Acme Corp,SP-02,Priya Menon,Mid,SaaS,4,Yes,Referral,17.4,1,1
CMP-1008,Globex Corporation,SP-02,Priya Menon,Small,SaaS,5,No,Organic,20.4,8,0
CMP-1009,Initech LLC,SP-05,Karthik S,Enterprise,Finance,12,Yes,Organic,10.2,8,1
CMP-1010,Umbrella Corp,SP-04,Divya Reddy,Mid,Manufacturing,2,Yes,Cold Outreach,12.0,6,0
CMP-1011,Veer Technologies,SP-04,Divya Reddy,Enterprise,Manufacturing,5,No,Referral,74.5,18,0
CMP-1012,Pied Piper,SP-02,Priya Menon,Mid,SaaS,1,No,Organic,27.8,2,0
CMP-1013,Hooli Inc,SP-05,Karthik S,Mid,Finance,7,No,Organic,1.8,1,0
CMP-1014,Stark Industries,SP-03,Arjun Nair,Enterprise,Healthcare,6,No,Referral,0.5,11,0
CMP-1015,Wayne Enterprises,SP-01,Rahul Kumar,Mid,Retail,2,No,Referral,1.7,8,0
CMP-1016,Soylent Corp,SP-05,Karthik S,Small,Finance,8,No,Organic,1.1,2,0
CMP-1017,Wonka Industries,SP-04,Divya Reddy,Small,Manufacturing,23,No,Referral,13.5,12,0
CMP-1018,Cyberdyne Systems,SP-04,Divya Reddy,Small,Manufacturing,20,No,Paid,46.8,25,0
CMP-1019,Tyrell Corporation,SP-03,Arjun Nair,Small,Healthcare,12,No,Paid,28.0,5,0
CMP-1020,Aperture Science,SP-02,Priya Menon,Small,SaaS,6,Yes,Cold Outreach,0.6,11,0
CMP-1021,Sterling Cooper,SP-02,Priya Menon,Small,SaaS,5,No,Paid,22.3,5,0
CMP-1022,Dunder Mifflin,SP-05,Karthik S,Enterprise,Finance,2,No,Referral,0.7,8,0
CMP-1023,Gekko & Co,SP-02,Priya Menon,Small,SaaS,6,Yes,Organic,0.6,15,1
CMP-1024,Oscorp Industries,SP-01,Rahul Kumar,Small,Retail,38,No,Organic,52.6,10,0
CMP-1025,Vandelay Industries,SP-02,Priya Menon,Enterprise,SaaS,6,No,Cold Outreach,10.0,8,0
CMP-1026,Bluth Company,SP-03,Arjun Nair,Mid,Healthcare,22,No,Referral,8.6,4,0
CMP-1027,Sloan & Partners,SP-05,Karthik S,Small,Finance,41,No,Organic,10.2,9,0
CMP-1028,Summit Solutions,SP-03,Arjun Nair,Small,Healthcare,7,No,Paid,50.9,10,0
CMP-1029,Nexus Logistics,SP-02,Priya Menon,Mid,SaaS,1,No,Paid,18.8,3,1
CMP-1030,Pinnacle Capital,SP-04,Divya Reddy,Enterprise,Manufacturing,25,Yes,Paid,37.5,2,1
CMP-1031,Horizon Healthcare,SP-01,Rahul Kumar,Small,Retail,2,No,Cold Outreach,95.1,7,0
CMP-1032,Cascade Retail,SP-05,Karthik S,Mid,Finance,3,No,Organic,11.7,8,0
CMP-1033,Omni Consumer Products,SP-01,Rahul Kumar,Mid,Retail,7,No,Cold Outreach,34.7,9,0
CMP-1034,Virtucon,SP-02,Priya Menon,Small,SaaS,7,No,Cold Outreach,53.7,1,0
CMP-1035,Ansel Manufacturing,SP-03,Arjun Nair,Small,Healthcare,32,Yes,Referral,15.5,12,1
CMP-1001,Davis and Sons,SP-02,Priya Menon,Mid,SaaS,6,No,Organic,7.8,3,1
CMP-1002,Blake and Sons,SP-01,Rahul Kumar,Small,Retail,22,Yes,Referral,0.5,14,1
CMP-1003,Doyle Ltd,SP-02,Priya Menon,Mid,SaaS,18,No,Referral,34.9,19,1
CMP-1004,Hernandez Ltd,SP-05,Karthik S,Small,Finance,7,No,Organic,1.6,5,0
CMP-1005,Diaz-Frederick,SP-01,Rahul Kumar,Enterprise,Retail,38,No,Organic,8.5,1,1
CMP-1006,CloudNine SaaS,SP-04,Divya Reddy,Mid,Manufacturing,1,No,Organic,8.4,3,0
CMP-1007,Acme Corp,SP-01,Rahul Kumar,Enterprise,Retail,29,No,Paid,15.5,3,1
CMP-1008,Globex Corporation,SP-03,Arjun Nair,Enterprise,Healthcare,13,Yes,Paid,52.7,7,1
CMP-1009,Initech LLC,SP-03,Arjun Nair,Mid,Healthcare,14,Yes,Organic,30.0,18,0
CMP-1010,Umbrella Corp,SP-03,Arjun Nair,Mid,Healthcare,18,Yes,Organic,16.5,4,1
CMP-1011,Veer Technologies,SP-02,Priya Menon,Mid,SaaS,5,Yes,Referral,17.2,1,1
CMP-1012,Pied Piper,SP-02,Priya Menon,Mid,SaaS,1,Yes,Cold Outreach,32.4,4,1
CMP-1013,Hooli Inc,SP-02,Priya Menon,Small,SaaS,5,No,Cold Outreach,53.4,6,0
CMP-1014,Stark Industries,SP-01,Rahul Kumar,Small,Retail,14,No,Organic,11.8,11,0
CMP-1015,Wayne Enterprises,SP-02,Priya Menon,Small,SaaS,14,No,Referral,34.4,31,1
CMP-1016,Soylent Corp,SP-02,Priya Menon,Small,SaaS,13,Yes,Referral,10.7,32,1
CMP-1017,Wonka Industries,SP-05,Karthik S,Small,Finance,6,No,Organic,1.3,15,0
CMP-1018,Cyberdyne Systems,SP-01,Rahul Kumar,Enterprise,Retail,13,No,Organic,50.9,3,0
CMP-1019,Tyrell Corporation,SP-02,Priya Menon,Mid,SaaS,13,No,Organic,9.1,11,0
CMP-1020,Aperture Science,SP-02,Priya Menon,Mid,SaaS,5,No,Cold Outreach,1.4,2,0
CMP-1021,Sterling Cooper,SP-04,Divya Reddy,Small,Manufacturing,6,No,Organic,0.5,2,0
CMP-1022,Dunder Mifflin,SP-05,Karthik S,Mid,Finance,11,Yes,Paid,15.0,34,1
CMP-1023,Gekko & Co,SP-05,Karthik S,Mid,Finance,18,No,Referral,89.5,2,0
CMP-1024,Oscorp Industries,SP-04,Divya Reddy,Mid,Manufacturing,4,Yes,Organic,8.3,15,1
CMP-1025,Vandelay Industries,SP-05,Karthik S,Small,Finance,5,No,Organic,87.8,19,0
CMP-1026,Bluth Company,SP-04,Divya Reddy,Enterprise,Manufacturing,8,No,Referral,8.7,1,0
CMP-1027,Sloan & Partners,SP-05,Karthik S,Small,Finance,8,Yes,Referral,76.0,29,0
CMP-1028,Summit Solutions,SP-03,Arjun Nair,Enterprise,Healthcare,1,No,Cold Outreach,6.1,3,0
CMP-1029,Nexus Logistics,SP-04,Divya Reddy,Mid,Manufacturing,2,No,Referral,24.3,5,0
CMP-1030,Pinnacle Capital,SP-05,Karthik S,Small,Finance,5,No,Cold Outreach,53.0,13,0
CMP-1031,Horizon Healthcare,SP-02,Priya Menon,Small,SaaS,8,Yes,Referral,76.0,8,1
CMP-1032,Cascade Retail,SP-03,Arjun Nair,Mid,Healthcare,4,No,Organic,14.8,8,0
CMP-1033,Omni Consumer Products,SP-02,Priya Menon,Small,SaaS,3,Yes,Paid,44.5,40,1
CMP-1034,Virtucon,SP-02,Priya Menon,Enterprise,SaaS,3,No,Cold Outreach,126.3,13,1
CMP-1035,Ansel Manufacturing,SP-02,Priya Menon,Mid,SaaS,11,Yes,Paid,23.4,40,1
CMP-1001,Davis and Sons,SP-01,Rahul Kumar,Mid,Retail,39,No,Cold Outreach,90.9,15,0
CMP-1002,Blake and Sons,SP-04,Divya Reddy,Mid,Manufacturing,13,No,Organic,4.3,9,1
CMP-1003,Doyle Ltd,SP-02,Priya Menon,Mid,SaaS,6,No,Organic,6.2,11,0
CMP-1004,Hernandez Ltd,SP-04,Divya Reddy,Small,Manufacturing,2,No,Referral,0.7,7,0
CMP-1005,Diaz-Frederick,SP-02,Priya Menon,Small,SaaS,31,No,Paid,1.1,15,0
CMP-1006,CloudNine SaaS,SP-04,Divya Reddy,Small,Manufacturing,37,No,Cold Outreach,10.6,16,0
CMP-1007,Acme Corp,SP-05,Karthik S,Mid,Finance,4,Yes,Referral,60.1,2,1
CMP-1008,Globex Corporation,SP-02,Priya Menon,Small,SaaS,3,No,Organic,8.0,31,0
CMP-1009,Initech LLC,SP-03,Arjun Nair,Small,Healthcare,18,Yes,Paid,10.5,23,1
CMP-1010,Umbrella Corp,SP-05,Karthik S,Enterprise,Finance,8,No,Referral,5.5,9,0
CMP-1011,Veer Technologies,SP-01,Rahul Kumar,Small,Retail,1,Yes,Organic,67.8,8,0
CMP-1012,Pied Piper,SP-04,Divya Reddy,Enterprise,Manufacturing,15,No,Paid,25.5,2,1
CMP-1013,Hooli Inc,SP-02,Priya Menon,Mid,SaaS,1,Yes,Paid,34.8,1,1
CMP-1014,Stark Industries,SP-02,Priya Menon,Mid,SaaS,4,No,Cold Outreach,8.7,3,0
CMP-1015,Wayne Enterprises,SP-01,Rahul Kumar,Mid,Retail,14,No,Organic,45.3,6,0
CMP-1016,Soylent Corp,SP-04,Divya Reddy,Small,Manufacturing,3,No,Cold Outreach,55.7,17,1
CMP-1017,Wonka Industries,SP-05,Karthik S,Mid,Finance,13,Yes,Referral,18.9,13,1
CMP-1018,Cyberdyne Systems,SP-03,Arjun Nair,Mid,Healthcare,1,Yes,Cold Outreach,22.1,4,1
CMP-1019,Tyrell Corporation,SP-02,Priya Menon,Mid,SaaS,9,No,Paid,64.8,18,0
CMP-1020,Aperture Science,SP-05,Karthik S,Mid,Finance,15,No,Cold Outreach,47.5,4,1
CMP-1021,Sterling Cooper,SP-05,Karthik S,Small,Finance,47,No,Paid,29.0,13,0
CMP-1022,Dunder Mifflin,SP-05,Karthik S,Enterprise,Finance,3,No,Paid,31.8,5,0
CMP-1023,Gekko & Co,SP-02,Priya Menon,Enterprise,SaaS,43,No,Referral,6.4,13,0
CMP-1024,Oscorp Industries,SP-01,Rahul Kumar,Mid,Retail,9,No,Organic,47.6,2,0
CMP-1025,Vandelay Industries,SP-05,Karthik S,Mid,Finance,25,Yes,Organic,8.9,4,0
CMP-1026,Bluth Company,SP-04,Divya Reddy,Mid,Manufacturing,12,No,Organic,42.9,24,0
CMP-1027,Sloan & Partners,SP-02,Priya Menon,Mid,SaaS,5,No,Paid,10.4,10,0
CMP-1028,Summit Solutions,SP-05,Karthik S,Mid,Finance,19,Yes,Organic,13.6,12,1
CMP-1029,Nexus Logistics,SP-05,Karthik S,Small,Finance,13,No,Cold Outreach,24.0,3,0
CMP-1030,Pinnacle Capital,SP-02,Priya Menon,Mid,SaaS,4,No,Organic,94.3,1,0
CMP-1031,Horizon Healthcare,SP-01,Rahul Kumar,Small,Retail,7,No,Organic,29.3,6,0
CMP-1032,Cascade Retail,SP-02,Priya Menon,Small,SaaS,8,Yes,Organic,8.1,11,0
CMP-1033,Omni Consumer Products,SP-02,Priya Menon,Mid,SaaS,37,Yes,Organic,2.3,10,1
CMP-1034,Virtucon,SP-02,Priya Menon,Mid,SaaS,41,Yes,Organic,27.1,13,1
CMP-1035,Ansel Manufacturing,SP-02,Priya Menon,Small,SaaS,25,No,Referral,2.7,2,0
CMP-1001,Davis and Sons,SP-01,Rahul Kumar,Mid,Retail,11,No,Organic,27.4,6,0
CMP-1002,Blake and Sons,SP-02,Priya Menon,Mid,SaaS,38,No,Paid,44.0,3,1
CMP-1003,Doyle Ltd,SP-02,Priya Menon,Enterprise,SaaS,7,Yes,Organic,33.1,25,1
CMP-1004,Hernandez Ltd,SP-05,Karthik S,Small,Finance,1,No,Referral,22.8,11,0
CMP-1005,Diaz-Frederick,SP-02,Priya Menon,Mid,SaaS,26,No,Organic,0.5,3,1
CMP-1006,CloudNine SaaS,SP-02,Priya Menon,Small,SaaS,8,No,Organic,22.4,12,0
CMP-1007,Acme Corp,SP-04,Divya Reddy,Enterprise,Manufacturing,21,No,Cold Outreach,18.9,3,1
CMP-1008,Globex Corporation,SP-04,Divya Reddy,Mid,Manufacturing,1,No,Paid,60.8,9,0
CMP-1009,Initech LLC,SP-05,Karthik S,Small,Finance,14,No,Cold Outreach,14.5,10,0
CMP-1010,Umbrella Corp,SP-05,Karthik S,Mid,Finance,13,No,Paid,1.6,18,0
CMP-1011,Veer Technologies,SP-02,Priya Menon,Small,SaaS,9,Yes,Paid,16.2,27,0
CMP-1012,Pied Piper,SP-05,Karthik S,Mid,Finance,4,Yes,Referral,4.2,1,1
CMP-1013,Hooli Inc,SP-01,Rahul Kumar,Mid,Retail,14,Yes,Cold Outreach,8.2,4,1
CMP-1014,Stark Industries,SP-03,Arjun Nair,Mid,Healthcare,6,No,Paid,37.4,4,1
CMP-1015,Wayne Enterprises,SP-05,Karthik S,Enterprise,Finance,9,No,Paid,50.2,2,0
CMP-1016,Soylent Corp,SP-03,Arjun Nair,Mid,Healthcare,24,No,Organic,43.7,20,1
CMP-1017,Wonka Industries,SP-03,Arjun Nair,Small,Healthcare,14,Yes,Organic,28.4,3,1
CMP-1018,Cyberdyne Systems,SP-02,Priya Menon,Small,SaaS,16,No,Referral,4.2,1,0
CMP-1019,Tyrell Corporation,SP-01,Rahul Kumar,Small,Retail,6,Yes,Organic,6.0,8,1
CMP-1020,Aperture Science,SP-02,Priya Menon,Small,SaaS,4,Yes,Paid,77.2,10,1
CMP-1021,Sterling Cooper,SP-05,Karthik S,Small,Finance,15,No,Paid,4.5,7,0
CMP-1022,Dunder Mifflin,SP-03,Arjun Nair,Enterprise,Healthcare,2,No,Paid,3.0,5,0
CMP-1023,Gekko & Co,SP-02,Priya Menon,Mid,SaaS,28,Yes,Paid,17.0,6,1
CMP-1024,Oscorp Industries,SP-02,Priya Menon,Mid,SaaS,10,No,Paid,28.0,3,0
CMP-1025,Vandelay Industries,SP-03,Arjun Nair,Mid,Healthcare,21,No,Cold Outreach,15.9,5,1
CMP-1026,Bluth Company,SP-02,Priya Menon,Mid,SaaS,26,No,Cold Outreach,1.9,5,1
CMP-1027,Sloan & Partners,SP-02,Priya Menon,Enterprise,SaaS,26,No,Organic,18.7,35,1
CMP-1028,Summit Solutions,SP-02,Priya Menon,Mid,SaaS,20,No,Paid,140.9,9,0
CMP-1029,Nexus Logistics,SP-05,Karthik S,Small,Finance,1,No,Paid,15.0,13,0
CMP-1030,Pinnacle Capital,SP-02,Priya Menon,Mid,SaaS,14,No,Organic,0.5,17,1
CMP-1031,Horizon Healthcare,SP-02,Priya Menon,Mid,SaaS,11,No,Referral,33.4,17,0
CMP-1032,Cascade Retail,SP-03,Arjun Nair,Small,Healthcare,17,Yes,Referral,5.2,23,0
CMP-1033,Omni Consumer Products,SP-04,Divya Reddy,Enterprise,Manufacturing,13,No,Referral,20.8,11,1
CMP-1034,Virtucon,SP-04,Divya Reddy,Mid,Manufacturing,3,No,Organic,6.6,3,0
CMP-1035,Ansel Manufacturing,SP-03,Arjun Nair,Enterprise,Healthcare,1,No,Organic,11.6,18,0
CMP-1001,Davis and Sons,SP-02,Priya Menon,Mid,SaaS,4,No,Referral,24.3,4,0
CMP-1002,Blake and Sons,SP-03,Arjun Nair,Small,Healthcare,11,Yes,Organic,26.0,17,0
CMP-1003,Doyle Ltd,SP-02,Priya Menon,Mid,SaaS,15,No,Organic,13.6,1,0
CMP-1004,Hernandez Ltd,SP-01,Rahul Kumar,Small,Retail,10,Yes,Organic,26.4,4,0
CMP-1005,Diaz-Frederick,SP-05,Karthik S,Enterprise,Finance,67,No,Cold Outreach,44.7,3,0
CMP-1006,CloudNine SaaS,SP-02,Priya Menon,Small,SaaS,5,No,Cold Outreach,39.4,20,1
CMP-1007,Acme Corp,SP-02,Priya Menon,Small,SaaS,2,Yes,Paid,10.7,16,0
CMP-1008,Globex Corporation,SP-03,Arjun Nair,Small,Healthcare,1,No,Organic,23.5,15,0
CMP-1009,Initech LLC,SP-03,Arjun Nair,Enterprise,Healthcare,12,No,Referral,21.2,9,0
CMP-1010,Umbrella Corp,SP-05,Karthik S,Mid,Finance,6,Yes,Referral,21.8,27,0
CMP-1011,Veer Technologies,SP-03,Arjun Nair,Small,Healthcare,66,No,Organic,25.2,17,1
CMP-1012,Pied Piper,SP-02,Priya Menon,Mid,SaaS,14,No,Paid,11.2,29,0
CMP-1013,Hooli Inc,SP-03,Arjun Nair,Mid,Healthcare,13,Yes,Referral,4.1,11,1
CMP-1014,Stark Industries,SP-04,Divya Reddy,Small,Manufacturing,14,No,Paid,4.5,1,0
CMP-1015,Wayne Enterprises,SP-03,Arjun Nair,Mid,Healthcare,20,No,Cold Outreach,18.4,7,0
CMP-1016,Soylent Corp,SP-03,Arjun Nair,Small,Healthcare,31,No,Organic,21.6,5,0
CMP-1017,Wonka Industries,SP-05,Karthik S,Small,Finance,12,No,Organic,51.5,11,0
CMP-1018,Cyberdyne Systems,SP-01,Rahul Kumar,Enterprise,Retail,17,Yes,Organic,38.9,59,1
CMP-1019,Tyrell Corporation,SP-03,Arjun Nair,Enterprise,Healthcare,8,No,Cold Outreach,1.5,5,0
CMP-1020,Aperture Science,SP-04,Divya Reddy,Enterprise,Manufacturing,34,Yes,Cold Outreach,11.7,1,1
CMP-1021,Sterling Cooper,SP-05,Karthik S,Small,Finance,2,Yes,Organic,3.8,37,0
CMP-1022,Dunder Mifflin,SP-05,Karthik S,Enterprise,Finance,20,No,Organic,8.5,3,1
CMP-1023,Gekko & Co,SP-05,Karthik S,Small,Finance,1,Yes,Referral,39.7,2,1
CMP-1024,Oscorp Industries,SP-02,Priya Menon,Enterprise,SaaS,8,No,Organic,19.9,17,0
CMP-1025,Vandelay Industries,SP-03,Arjun Nair,Mid,Healthcare,12,Yes,Organic,16.1,1,1
CMP-1026,Bluth Company,SP-04,Divya Reddy,Small,Manufacturing,7,No,Organic,31.0,9,0
CMP-1027,Sloan & Partners,SP-01,Rahul Kumar,Mid,Retail,10,No,Paid,109.2,23,0
CMP-1028,Summit Solutions,SP-05,Karthik S,Small,Finance,9,No,Referral,43.7,5,1
CMP-1029,Nexus Logistics,SP-05,Karthik S,Small,Finance,18,Yes,Paid,5.2,31,1
CMP-1030,Pinnacle Capital,SP-03,Arjun Nair,Mid,Healthcare,13,Yes,Paid,19.3,5,0
CMP-1031,Horizon Healthcare,SP-03,Arjun Nair,Small,Healthcare,4,Yes,Organic,4.8,18,1
CMP-1032,Cascade Retail,SP-01,Rahul Kumar,Enterprise,Retail,2,No,Referral,38.4,5,0
CMP-1033,Omni Consumer Products,SP-04,Divya Reddy,Mid,Manufacturing,3,No,Referral,6.0,3,1
CMP-1034,Virtucon,SP-02,Priya Menon,Small,SaaS,25,No,Organic,23.7,14,0
CMP-1035,Ansel Manufacturing,SP-05,Karthik S,Mid,Finance,8,No,Organic,1.0,4,0
CMP-1001,Davis and Sons,SP-01,Rahul Kumar,Small,Retail,8,No,Paid,4.0,7,0
CMP-1002,Blake and Sons,SP-01,Rahul Kumar,Mid,Retail,7,No,Referral,4.5,1,0
CMP-1003,Doyle Ltd,SP-03,Arjun Nair,Small,Healthcare,29,No,Referral,16.7,1,0
CMP-1004,Hernandez Ltd,SP-05,Karthik S,Mid,Finance,3,Yes,Cold Outreach,14.3,3,1
CMP-1005,Diaz-Frederick,SP-02,Priya Menon,Mid,SaaS,4,Yes,Referral,11.5,17,1
CMP-1006,CloudNine SaaS,SP-02,Priya Menon,Mid,SaaS,4,No,Referral,20.0,27,0
CMP-1007,Acme Corp,SP-02,Priya Menon,Small,SaaS,9,No,Cold Outreach,6.4,5,0
CMP-1008,Globex Corporation,SP-03,Arjun Nair,Enterprise,Healthcare,4,No,Cold Outreach,27.2,4,1
CMP-1009,Initech LLC,SP-01,Rahul Kumar,Enterprise,Retail,4,Yes,Referral,79.4,1,1
CMP-1010,Umbrella Corp,SP-03,Arjun Nair,Mid,Healthcare,5,No,Cold Outreach,2.0,6,0
CMP-1011,Veer Technologies,SP-04,Divya Reddy,Small,Manufacturing,3,No,Cold Outreach,63.4,1,0
CMP-1012,Pied Piper,SP-03,Arjun Nair,Small,Healthcare,42,No,Organic,16.7,3,0
CMP-1013,Hooli Inc,SP-04,Divya Reddy,Mid,Manufacturing,11,No,Referral,40.8,15,0
CMP-1014,Stark Industries,SP-02,Priya Menon,Small,SaaS,7,No,Referral,51.8,23,1
CMP-1015,Wayne Enterprises,SP-03,Arjun Nair,Small,Healthcare,3,Yes,Organic,10.0,6,0
CMP-1016,Soylent Corp,SP-04,Divya Reddy,Small,Manufacturing,5,No,Paid,8.6,10,0
CMP-1017,Wonka Industries,SP-02,Priya Menon,Small,SaaS,28,No,Paid,31.7,11,1
CMP-1018,Cyberdyne Systems,SP-03,Arjun Nair,Enterprise,Healthcare,28,No,Referral,9.5,1,0
CMP-1019,Tyrell Corporation,SP-02,Priya Menon,Enterprise,SaaS,8,Yes,Referral,94.6,3,1
CMP-1020,Aperture Science,SP-04,Divya Reddy,Mid,Manufacturing,13,No,Organic,2.6,2,0
CMP-1021,Sterling Cooper,SP-01,Rahul Kumar,Small,Retail,50,Yes,Cold Outreach,83.9,6,0
CMP-1022,Dunder Mifflin,SP-02,Priya Menon,Small,SaaS,8,Yes,Referral,22.8,3,1
CMP-1023,Gekko & Co,SP-04,Divya Reddy,Small,Manufacturing,8,No,Cold Outreach,10.8,17,0
CMP-1024,Oscorp Industries,SP-02,Priya Menon,Small,SaaS,8,No,Paid,6.0,5,0
CMP-1025,Vandelay Industries,SP-05,Karthik S,Enterprise,Finance,5,No,Paid,3.0,28,0
CMP-1026,Bluth Company,SP-02,Priya Menon,Mid,SaaS,7,Yes,Paid,25.6,36,0
CMP-1027,Sloan & Partners,SP-02,Priya Menon,Mid,SaaS,2,No,Paid,66.9,11,0
CMP-1028,Summit Solutions,SP-03,Arjun Nair,Small,Healthcare,22,No,Paid,22.7,5,0
CMP-1029,Nexus Logistics,SP-05,Karthik S,Small,Finance,14,No,Paid,1.7,6,0
CMP-1030,Pinnacle Capital,SP-04,Divya Reddy,Small,Manufacturing,7,Yes,Organic,50.8,9,0
CMP-1031,Horizon Healthcare,SP-04,Divya Reddy,Mid,Manufacturing,3,No,Cold Outreach,65.3,25,0
CMP-1032,Cascade Retail,SP-05,Karthik S,Mid,Finance,10,No,Referral,13.4,14,1
CMP-1033,Omni Consumer Products,SP-04,Divya Reddy,Small,Manufacturing,23,No,Paid,11.4,25,0
CMP-1034,Virtucon,SP-05,Karthik S,Enterprise,Finance,5,No,Paid,9.4,1,0
CMP-1035,Ansel Manufacturing,SP-01,Rahul Kumar,Small,Retail,7,No,Cold Outreach,10.2,12,0
CMP-1001,Davis and Sons,SP-05,Karthik S,Enterprise,Finance,4,No,Referral,0.6,10,0
CMP-1002,Blake and Sons,SP-02,Priya Menon,Mid,SaaS,3,No,Cold Outreach,6.0,4,0
CMP-1003,Doyle Ltd,SP-02,Priya Menon,Small,SaaS,7,No,Organic,54.8,1,0
CMP-1004,Hernandez Ltd,SP-02,Priya Menon,Small,SaaS,12,Yes,Referral,6.4,1,1
CMP-1005,Diaz-Frederick,SP-02,Priya Menon,Enterprise,SaaS,25,No,Organic,13.1,1,1
CMP-1006,CloudNine SaaS,SP-05,Karthik S,Mid,Finance,11,Yes,Organic,37.2,4,1
CMP-1007,Acme Corp,SP-05,Karthik S,Mid,Finance,10,Yes,Cold Outreach,29.7,4,0
CMP-1008,Globex Corporation,SP-03,Arjun Nair,Small,Healthcare,7,No,Organic,39.3,3,0
CMP-1009,Initech LLC,SP-01,Rahul Kumar,Enterprise,Retail,8,No,Organic,49.1,1,0
CMP-1010,Umbrella Corp,SP-02,Priya Menon,Mid,SaaS,8,No,Paid,12.0,8,0
CMP-1011,Veer Technologies,SP-04,Divya Reddy,Mid,Manufacturing,3,Yes,Referral,7.5,5,1
CMP-1012,Pied Piper,SP-02,Priya Menon,Mid,SaaS,6,No,Organic,5.2,11,0
CMP-1013,Hooli Inc,SP-01,Rahul Kumar,Enterprise,Retail,4,No,Organic,6.6,12,1
CMP-1014,Stark Industries,SP-04,Divya Reddy,Mid,Manufacturing,3,No,Paid,10.7,12,0
CMP-1015,Wayne Enterprises,SP-01,Rahul Kumar,Small,Retail,54,No,Organic,37.9,11,0
CMP-1016,Soylent Corp,SP-02,Priya Menon,Enterprise,SaaS,12,No,Paid,13.4,5,1
CMP-1017,Wonka Industries,SP-02,Priya Menon,Enterprise,SaaS,15,No,Cold Outreach,19.5,16,0
CMP-1018,Cyberdyne Systems,SP-02,Priya Menon,Enterprise,SaaS,58,Yes,Cold Outreach,5.7,15,1
CMP-1019,Tyrell Corporation,SP-02,Priya Menon,Enterprise,SaaS,47,No,Organic,45.0,4,0
CMP-1020,Aperture Science,SP-03,Arjun Nair,Mid,Healthcare,11,No,Referral,7.7,15,0
